analysis_set,anchor_unit_id,disease,primary_gwas,locus_id,locus_label,gwas_lead_snp,source_gwas_lead_snps,source_lead_signal_ids,eligible_source_gwas_lead_snps,eligible_source_lead_signal_ids,gene_symbol,gene_id,cell_class,beta_G,SE_G,P_beta_G_positive,beta_G_sign_probability,direction_class,PP4,PP4_relaxed_max_diagnostic,coloc_join_status,mr_p_value,mr_bh_fdr,mr_nsnp,egger_intercept_p,eqtl_finemap_max_PIP,evidence_grade,grade_reason,primary_anchor_eligible,qtl_label,qtl_resolution,cell_mapping_confidence,source_qtl_labels,source_signal_count,all_signal_grades,qtl_lead_snp,complex_region,effect_interpretation,allele_reaudit_status,source_doi,gene_id_clean,beta_D,SE_D,expression_estimable,pathology_phenotype,disease_expression_resource,replication_role
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|CD2AP|ENSG00000198087|IN,AD,Bellenguez et al.,AD|CD2AP,CD2AP,rs7767350,rs7767350,AD|rs7767350,rs7767350,AD|rs7767350,CD2AP,ENSG00000198087,IN,0.135,0.043,0.999153918668,0.999153918668,higher_expression_higher_disease_risk,0.94,0.94,exact,0.00154,0.00342846715328,4,0.0668,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN4,subtype_parent_mapping,high_parent,IN4,1,,rs9381564,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000198087,0.0230811284222081,0.0185611600870174,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|DOC2A|ENSG00000090238|IN,AD,Bellenguez et al.,AD|DOC2A,DOC2A,rs1140239,rs1140239,AD|rs1140239,rs1140239,AD|rs1140239,YPEL3,ENSG00000090238,IN,-0.388,0.032,0.0,1.0,higher_expression_lower_disease_risk,0.81,0.81,exact,4.41e-34,1.22277272727e-32,5,0.286,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN,major_class,high_exact,IN;IN7,2,,rs12933575,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000090238,0.0193370025602467,0.0235948693204328,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PICALM|ENSG00000073921|IN,AD,Bellenguez et al.,AD|PICALM,PICALM,rs3851179,rs3851179,AD|rs3851179,rs3851179,AD|rs3851179,PICALM,ENSG00000073921,IN,-0.859,0.286,0.00133448307865,0.998665516921,higher_expression_lower_disease_risk,1.0,1.0,exact,0.00264,0.00549624573379,4,0.338,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,IN,major_class,high_exact,IN,1,,rs3844143,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000073921,-0.0013669308387874,0.0221488663958792,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PLEKHA1|ENSG00000107679|IN,AD,Bellenguez et al.,AD|PLEKHA1,PLEKHA1,rs7908662,rs7908662,AD|rs7908662,rs7908662,AD|rs7908662,PLEKHA1,ENSG00000107679,IN,0.169,0.044,0.999938710246,0.999938710246,higher_expression_higher_disease_risk,0.97,0.97,exact,0.000119,0.000340798122066,5,0.667,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN1,subtype_parent_mapping,high_parent,IN1,1,,rs10510110,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000107679,0.0032698660940923,0.0248804437150251,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SPPL2A|ENSG00000138600|IN,AD,Bellenguez et al.,AD|SPPL2A,SPPL2A,rs8025980,rs8025980,AD|rs8025980,rs8025980,AD|rs8025980,SPPL2A,ENSG00000138600,IN,0.114,0.031,0.999882197236,0.999882197236,higher_expression_higher_disease_risk,0.88,0.88,exact,0.000204,0.000550619469027,8,0.879,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN6,subtype_parent_mapping,high_parent,IN6;IN7,2,,rs12910233,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138600,0.0262094075450247,0.0200357144050609,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR12|ENSG00000138380|IN,AD,Bellenguez et al.,AD|WDR12,WDR12,rs139643391,rs139643391,AD|rs139643391,rs139643391,AD|rs139643391,CARF,ENSG00000138380,IN,0.15,0.022,0.999999999995,0.999999999995,higher_expression_higher_disease_risk,0.83,0.83,exact,9.96e-12,8.32273972603e-11,4,0.541,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN4,subtype_parent_mapping,high_parent,IN4,1,,rs78907692,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138380,0.0002112153128981,0.0201693315953788,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR12|ENSG00000163596|IN,AD,Bellenguez et al.,AD|WDR12,WDR12,rs139643391,rs139643391,AD|rs139643391,rs139643391,AD|rs139643391,ICA1L,ENSG00000163596,IN,0.141,0.038,0.999896585603,0.999896585603,higher_expression_higher_disease_risk,0.83,0.83,exact,0.000198,0.0005368,6,0.154,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN,major_class,high_exact,IN;IN4,2,,rs72932575,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000163596,0.0255271958658331,0.0150138416978105,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ABI3|ENSG00000198740|Immune,AD,Bellenguez et al.,AD|ABI3,ABI3,rs616338,rs616338,AD|rs616338,rs616338,AD|rs616338,ZNF652,ENSG00000198740,Immune,0.109,0.015,1.0,1.0,higher_expression_higher_disease_risk,0.96,0.96,exact,1.31e-13,1.21075757576e-12,6,0.297,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG1,subtype_parent_mapping,high_parent,MG1;MG2,2,,rs35587648,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000198740,-0.0366740580092059,0.0347837713339693,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ADAM17|ENSG00000119185|Immune,AD,Bellenguez et al.,AD|ADAM17,ADAM17,rs72777026,rs72777026,AD|rs72777026,rs72777026,AD|rs72777026,ITGB1BP1,ENSG00000119185,Immune,0.252,0.095,0.996006650379,0.996006650379,higher_expression_higher_disease_risk,0.81,0.81,exact,0.00778,0.0140408284024,3,0.739,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG,major_class,high_exact,MG,1,,rs11691132,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000119185,0.08700809512585,0.0416767483297613,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ANK3|ENSG00000108091|Immune,AD,Bellenguez et al.,AD|ANK3,ANK3,rs7068231,rs7068231,AD|rs7068231,rs7068231,AD|rs7068231,CCDC6,ENSG00000108091,Immune,-0.137,0.025,2.12662917831e-08,0.999999978734,higher_expression_lower_disease_risk,0.97,0.97,exact,5.14e-08,2.54910569106e-07,5,0.42,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs7069483,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000108091,0.0540102244634479,0.0322494545702991,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|BIN1|ENSG00000136717|Immune,AD,Bellenguez et al.,AD|BIN1,BIN1,rs6733839,rs6733839,AD|rs6733839,rs6733839,AD|rs6733839,BIN1,ENSG00000136717,Immune,0.386,0.054,1.0,1.0,higher_expression_higher_disease_risk,1.0,1.0,exact,1.05e-12,9.28260869565e-12,5,0.362,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG1,subtype_parent_mapping,high_parent,MG1;MG3,2,,rs6733839,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000136717,0.0345415953181221,0.0646802148935052,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|BIN1|ENSG00000186684|Immune,AD,Bellenguez et al.,AD|BIN1,BIN1,rs6733839,rs6733839,AD|rs6733839,rs6733839,AD|rs6733839,CYP27C1,ENSG00000186684,Immune,0.482,0.15,0.999343980395,0.999343980395,higher_expression_higher_disease_risk,1.0,1.0,exact,0.00126,0.00284666666667,4,0.12,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1,2,,rs4663105,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000186684,-0.0939517574518677,0.0976839903314749,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|BLNK|ENSG00000095585|Immune,AD,Bellenguez et al.,AD|BLNK,BLNK,rs6584063,rs6584063,AD|rs6584063,rs6584063,AD|rs6584063,BLNK,ENSG00000095585,Immune,0.135,0.027,0.999999713348,0.999999713348,higher_expression_higher_disease_risk,0.98,0.98,exact,8.65e-07,3.58945578231e-06,7,0.61,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG1,subtype_parent_mapping,high_parent,MG1,1,,rs141225626,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000095585,-0.019785143550068,0.0650805841733052,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|CASS4|ENSG00000087589|Immune,AD,Bellenguez et al.,AD|CASS4,CASS4,rs6014724,rs6014724,AD|rs6014724,rs6014724,AD|rs6014724,CASS4,ENSG00000087589,Immune,-0.152,0.048,0.00077098478447,0.999229015216,higher_expression_lower_disease_risk,0.99,0.99,exact,0.00145,0.00326383763838,3,0.234,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG1,subtype_parent_mapping,high_parent,MG1,1,,rs6014722,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000087589,-0.0194745727886351,0.0733182420166729,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|CD2AP|ENSG00000198087|Immune,AD,Bellenguez et al.,AD|CD2AP,CD2AP,rs7767350,rs7767350,AD|rs7767350,rs7767350,AD|rs7767350,CD2AP,ENSG00000198087,Immune,0.224,0.034,0.999999999978,0.999999999978,higher_expression_higher_disease_risk,0.95,0.95,exact,2.95e-11,2.28556962025e-10,5,0.401,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs4715018,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000198087,-0.0979955829885861,0.0301717719888161,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|DOC2A|ENSG00000149927|Immune,AD,Bellenguez et al.,AD|DOC2A,DOC2A,rs1140239,rs1140239,AD|rs1140239,rs1140239,AD|rs1140239,DOC2A,ENSG00000149927,Immune,0.584,0.143,0.999977858486,0.999977858486,higher_expression_higher_disease_risk,0.9,0.9,exact,4.51e-05,0.000138944444444,3,0.156,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs12933575,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000149927,0.0436914093491912,0.0668132761559305,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ECHDC3|ENSG00000148429|Immune,AD,Bellenguez et al.,AD|ECHDC3,ECHDC3,rs7912495,rs7912495,AD|rs7912495,rs7912495,AD|rs7912495,USP6NL,ENSG00000148429,Immune,0.099,0.025,0.999962525118,0.999962525118,higher_expression_higher_disease_risk,0.86,0.86,exact,5.83e-05,0.000176930348259,12,0.0559,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG,major_class,high_exact,MG;MG1,2,,rs7920721,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000148429,-0.0032330893139628,0.0432203744522586,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPDR1|ENSG00000086289|Immune,AD,Bellenguez et al.,AD|EPDR1,EPDR1,rs6966331,rs6966331,AD|rs6966331,rs6966331,AD|rs6966331,EPDR1,ENSG00000086289,Immune,-0.158,0.02,1.3877787807799999e-15,1.0,higher_expression_lower_disease_risk,0.95,0.95,exact,4e-15,4e-14,5,0.584,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2,3,,rs2718071,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000086289,-0.0665677619131108,0.0874075593262683,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000106144|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,CASP2,ENSG00000106144,Immune,-0.225,0.072,0.000889025299108,0.999110974701,higher_expression_lower_disease_risk,1.0,1.0,exact,0.0018,0.00390747330961,3,0.364,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000106144,0.0851616843188365,0.0445838987711549,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000229153|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,EPHA1-AS1,ENSG00000229153,Immune,-0.065,0.007,0.0,1.0,higher_expression_lower_disease_risk,1.0,1.0,exact,2.1500000000000003e-21,3.4513157894700003e-20,7,0.22,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2;MG4,4,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000229153,-0.0141844749401326,0.170384219386227,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000197448|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,GSTK1,ENSG00000197448,Immune,-0.465,0.107,6.93862564621e-06,0.999993061374,higher_expression_lower_disease_risk,0.98,0.98,exact,1.5e-05,5e-05,3,0.223,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000197448,0.0414956548493594,0.0434561643618063,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000159840|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,ZYX,ENSG00000159840,Immune,-0.177,0.023,7.04991620637e-15,1.0,higher_expression_lower_disease_risk,1.0,1.0,exact,3.5e-14,3.3888888888900003e-13,7,0.0526,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG2;MG3,3,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000159840,0.0978035362791449,0.0530912354079677,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|FERMT2|ENSG00000073712|Immune,AD,Bellenguez et al.,AD|FERMT2,FERMT2,rs17125924,rs17125924,AD|rs17125924,rs17125924,AD|rs17125924,FERMT2,ENSG00000073712,Immune,0.1,0.02,0.999999713348,0.999999713348,higher_expression_higher_disease_risk,0.97,0.97,exact,3.27e-07,1.42478571429e-06,5,0.642,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG3,2,,rs17125798,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000073712,0.107355645020493,0.0611262663519487,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|MS4A6A|ENSG00000214787|Immune,AD,Bellenguez et al.,AD|MS4A6A,MS4A6A,rs1582763,rs1582763,AD|rs1582763,rs1582763,AD|rs1582763,MS4A4E,ENSG00000214787,Immune,0.612,0.155,0.999960660246,0.999960660246,higher_expression_higher_disease_risk,0.96,0.96,exact,7.58e-05,0.000225551219512,3,0.0842,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs1582763,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000214787,0.0462735257129278,0.107678556281968,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|NCK2|ENSG00000071051|Immune,AD,Bellenguez et al.,AD|NCK2,NCK2,rs143080277,rs143080277,AD|rs143080277,rs143080277,AD|rs143080277,NCK2,ENSG00000071051,Immune,0.219,0.057,0.999939008251,0.999939008251,higher_expression_higher_disease_risk,0.83,0.83,exact,0.000136,0.000385860465116,6,0.153,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG,major_class,high_exact,MG,1,,rs144636993,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000071051,0.0708710878849513,0.0610867504952554,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PICALM|ENSG00000073921|Immune,AD,Bellenguez et al.,AD|PICALM,PICALM,rs3851179,rs3851179,AD|rs3851179,rs3851179,AD|rs3851179,PICALM,ENSG00000073921,Immune,-0.213,0.031,3.18839399327e-12,0.999999999997,higher_expression_lower_disease_risk,1.0,1.0,exact,4.08e-12,3.45666666667e-11,4,0.4,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG2,subtype_parent_mapping,high_parent,MG2,1,,rs11234556,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000073921,0.0451131885055283,0.0310996365603706,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PLEKHA1|ENSG00000107679|Immune,AD,Bellenguez et al.,AD|PLEKHA1,PLEKHA1,rs7908662,rs7908662,AD|rs7908662,rs7908662,AD|rs7908662,PLEKHA1,ENSG00000107679,Immune,0.094,0.029,0.999405236045,0.999405236045,higher_expression_higher_disease_risk,0.97,0.97,exact,0.00125,0.00283457249071,4,0.0603,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG3,3,,rs10788284,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000107679,-0.0340111916143258,0.0377373895329203,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|RASGEF1C|ENSG00000146090|Immune,AD,Bellenguez et al.,AD|RASGEF1C,RASGEF1C,rs113706587,rs113706587,AD|rs113706587,rs113706587,AD|rs113706587,RASGEF1C,ENSG00000146090,Immune,-0.06,0.019,0.00079456464105,0.999205435359,higher_expression_lower_disease_risk,1.0,1.0,exact,0.00207,0.00439965156794,9,0.301,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2,3,,rs116347724,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000146090,-0.143865162701677,0.0739392918786702,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|RHOH|ENSG00000168421|Immune,AD,Bellenguez et al.,AD|RHOH,RHOH,rs2245466,rs2245466,AD|rs2245466,rs2245466,AD|rs2245466,RHOH,ENSG00000168421,Immune,-0.092,0.026,0.000201232954344,0.999798767046,higher_expression_lower_disease_risk,0.99,0.99,exact,0.000412,0.00105154811715,7,0.973,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2;MG4,4,,rs1053504,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000168421,0.0057569486459707,0.0568774729641136,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SCIMP|ENSG00000029725|Immune,AD,Bellenguez et al.,AD|SCIMP,SCIMP,rs7225151,rs7225151,AD|rs7225151,rs7225151,AD|rs7225151,RABEP1,ENSG00000029725,Immune,0.122,0.024,0.999999814566,0.999999814566,higher_expression_higher_disease_risk,0.98,0.98,exact,3.51e-07,1.5185106383e-06,8,0.123,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2;MG3,4,,rs72479703,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000029725,0.0350072138764994,0.0247616565844373,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
